Code Ouvrage,Référence ouvrage,Métier,Prestation,Type de Toit,Nom de l'ouvrage,Chapitre de l'ouvrage (Dépose/Préparation du Support/ Pose ….),Texte de la ligne/ Texte commercial (rtf),Texte de la ligne/ Texte commercial (converti),Commentaire Technique/ Texte Chargé d'affaires (rtf),Commentaire Technique/ Texte Chargé d'affaires (converti),Unité de l'ouvrage,Code Article,Référence article,Désignation matériaux,Unité Article,Qté,Prix d'achat
111,AD24243,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue ouverte,Pose,"Fourniture et pose d'une noue ouverte comprenant le façonnage, la pose d'une noue en zinc 80/100 d'épaisseur sur un support bois. Fourniture ou pose en réemploi de tuile, réalisation du tranchis sur la noue et raccordement avec la toiture. ","Fourniture et pose d'une noue ouverte comprenant le façonnage, la pose d'une noue en zinc 80/100 d'épaisseur sur un support bois. Fourniture ou pose en réemploi de tuile, réalisation du tranchis sur la noue et raccordement avec la toiture.",,,,,,,,0,0
111,AD24243,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue ouverte,,,,"Fourniture et pose d'une noue ouverte de mini. 0,06m comprenant le façonnage, la pose d'une noue en zinc 80/100 d'épaisseur dev. mini 0,40m posée sur un support en volige de 14mm,. Fourniture ou pose en réemploi de tuile, réalisation du tranchis sur la noue saillant de 0,08cm et raccordement avec la toiture. ","Fourniture et pose d'une noue ouverte de mini. 0,06m comprenant le façonnage, la pose d'une noue en zinc 80/100 d'épaisseur dev. mini 0,40m posée sur un support en volige de 14mm,. Fourniture ou pose en réemploi de tuile, réalisation du tranchis sur la noue saillant de 0,08cm et raccordement avec la toiture.",,,,,,0,0
111,AD24243,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue ouverte,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,2.5,275
111,AD24243,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue ouverte,,,,,,,28032,R50746,IRB TUILE PLATE PRESSEE 17X27 STE FOY ROUGE NUANCE,u,24,14.64
111,AD24243,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue ouverte,,,,,,,24790,R30167,"POINTE GALVANISEE TETE EXTRA LARGE Ø2,7X35MM - BOITE 5KG",u,0.1,0.007
111,AD24243,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue ouverte,,,,,,,29845,R64568,FRISE SAPIN-EPICEA TRAITE CLASSE 2 25X100,ml,1,1.4
111,AD24243,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue ouverte,,,,,,,31885,R72210,"POINTE TETE PLATE LISSE ACIER Ø3,5-80MM - BOITE 5KG",u,0.1,0.01
111,AD24243,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue ouverte,,,,,,,30765,R68043,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,80",m²,0.4,10.96
111,AD24243,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue ouverte,,,,,,,30753,R68028,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,60",m²,0.01,0.2107
111,AD24243,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue ouverte,,,,,,,32265,R742,"POINTE INOX 17% TETE EXTRA LARGE RONDE LISSE Ø2,7X27MM - BOITE 1KG",u,0.01,0.001
112,AD24244,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue fermée,Dépose,Dépose avec soin pour réemploi si possible de la tuile. Dépose pour mise en démolition des noquets en zinc et contrôle du support bois. ,Dépose avec soin pour réemploi si possible de la tuile. Dépose pour mise en démolition des noquets en zinc et contrôle du support bois.,,,ml,,,,,0,0
112,AD24244,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue fermée,,,,Dépose avec soin pour réemploi si possible de la tuile. Dépose pour mise en démolition des noquets en zinc et contrôle du support bois. ,Dépose avec soin pour réemploi si possible de la tuile. Dépose pour mise en démolition des noquets en zinc et contrôle du support bois.,,,,,,0,0
112,AD24244,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue fermée,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1,110
112,AD24244,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue fermée,Pose,"Fourniture et Pose d'une noue à noquets zinc trapézoïdaux (dimension suivant pente et tuile) comprenant la mise en place d'un noquet zinc 80/100 à chaque rang de tuile, fixation en tête, le tranchis sur noue avec fixation des tuiles et raccordement de la toiture,","Fourniture et Pose d'une noue à noquets zinc trapézoïdaux (dimension suivant pente et tuile) comprenant la mise en place d'un noquet zinc 80/100 à chaque rang de tuile, fixation en tête, le tranchis sur noue avec fixation des tuiles et raccordement de la toiture,",,,ml,,,,,0,0
112,AD24244,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue fermée,,,,"Fourniture et Pose d'une noue à noquets zinc trapézoïdaux (dimension suivant pente et tuile) comprenant ma mise en place d'un noquet zinc 80/100 à chaque rang de tuile, fixation en tête par clou de 27mm, le tranchis sur noue avec fixation des tuiles et sur raccordement de la toiture,","Fourniture et Pose d'une noue à noquets zinc trapézoïdaux (dimension suivant pente et tuile) comprenant ma mise en place d'un noquet zinc 80/100 à chaque rang de tuile, fixation en tête par clou de 27mm, le tranchis sur noue avec fixation des tuiles et sur raccordement de la toiture,",,,,,,0,0
112,AD24244,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue fermée,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,6,660
112,AD24244,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue fermée,,,,,,,28032,R50746,IRB TUILE PLATE PRESSEE 17X27 STE FOY ROUGE NUANCE,u,24,14.64
112,AD24244,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue fermée,,,,,,,24790,R30167,"POINTE GALVANISEE TETE EXTRA LARGE Ø2,7X35MM - BOITE 5KG",u,0.1,0.007
112,AD24244,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue fermée,,,,,,,29845,R64568,FRISE SAPIN-EPICEA TRAITE CLASSE 2 25X100,ml,1,1.4
112,AD24244,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue fermée,,,,,,,31885,R72210,"POINTE TETE PLATE LISSE ACIER Ø3,5-80MM - BOITE 5KG",u,0.1,0.01
112,AD24244,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue fermée,,,,,,,30765,R68043,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,80",m²,2.3,63.02
112,AD24244,Maintenance,Réparation,Tuiles Plates,Réfection d'une noue fermée,,,,,,,32265,R742,"POINTE INOX 17% TETE EXTRA LARGE RONDE LISSE Ø2,7X27MM - BOITE 1KG",u,0.1,0.01
113,AD24260,Maintenance,Réparation,Tuiles Plates,Ouverture de la noue,Pose,"Modification d'une noue ouverte (ouverture insuffisante) par la reprise du tranchis de tuiles, comprenant le complément de tuile et les fixations. ","Modification d'une noue ouverte (ouverture insuffisante) par la reprise du tranchis de tuiles, comprenant le complément de tuile et les fixations.",,,ml,,,,,0,0
113,AD24260,Maintenance,Réparation,Tuiles Plates,Ouverture de la noue,,,,"Modification d'une noue ouverte (ouverture insuffisante) par la reprise du tranchis d'ardoise comprenant le complément d'ardoises, la fixation et le complément de crochets. ","Modification d'une noue ouverte (ouverture insuffisante) par la reprise du tranchis d'ardoise comprenant le complément d'ardoises, la fixation et le complément de crochets.",,,,,,0,0
113,AD24260,Maintenance,Réparation,Tuiles Plates,Ouverture de la noue,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,2,220
113,AD24260,Maintenance,Réparation,Tuiles Plates,Ouverture de la noue,,,,,,,23906,R2432,HF TUILE PLATE 17X27 VIEILLI,u,1,0.76
113,AD24260,Maintenance,Réparation,Tuiles Plates,Ouverture de la noue,,,,,,,28032,R50746,IRB TUILE PLATE PRESSEE 17X27 STE FOY ROUGE NUANCE,u,1,0.61
113,AD24260,Maintenance,Réparation,Tuiles Plates,Ouverture de la noue,,,,,,,24790,R30167,"POINTE GALVANISEE TETE EXTRA LARGE Ø2,7X35MM - BOITE 5KG",u,0.01,0.0007
114,AD24343,Maintenance,Réparation,Tuiles Mécaniques à Relief,Réfection d'une noue ouverte,Dépose,Dépose avec soin pour réemploi si possible de la tuile en tranchis. Dépose pour mise en démolition de la noue en zinc et contrôle du support bois. ,Dépose avec soin pour réemploi si possible de la tuile en tranchis. Dépose pour mise en démolition de la noue en zinc et contrôle du support bois.,,,ml,,,,,0,0
114,AD24343,Maintenance,Réparation,Tuiles Mécaniques à Relief,Réfection d'une noue ouverte,,,,Dépose avec soin pour réemploi si possible de la tuile en tranchis. Dépose pour mise en démolition de la noue en zinc et contrôle du support bois. ,Dépose avec soin pour réemploi si possible de la tuile en tranchis. Dépose pour mise en démolition de la noue en zinc et contrôle du support bois.,,,,,,0,0
114,AD24343,Maintenance,Réparation,Tuiles Mécaniques à Relief,Réfection d'une noue ouverte,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.65,71.5
114,AD24343,Maintenance,Réparation,Tuiles Mécaniques à Relief,Réfection d'une noue ouverte,Pose,"Fourniture et Pose d'une noue ouverte comprenant le façonnage, la pose d'une noue en zinc de 80/100 d'épaisseur sur un support bois. Fourniture ou pose en réemploi de tuile, réalisation du tranchis sur la noue et raccordement avec la toiture. ","Fourniture et Pose d'une noue ouverte comprenant le façonnage, la pose d'une noue en zinc de 80/100 d'épaisseur sur un support bois. Fourniture ou pose en réemploi de tuile, réalisation du tranchis sur la noue et raccordement avec la toiture.",,,ml,,,,,0,0
114,AD24343,Maintenance,Réparation,Tuiles Mécaniques à Relief,Réfection d'une noue ouverte,,,,"Fourniture et Pose d'une noue ouverte mini 0,06m comprenant le façonnage d'une noue en zinc 80/100 avec pince sous tranchis, posée un support en volige de 14mm. Fourniture ou pose en réemploi de tuile, réalisation du tranchis sur la noue saillant de 0,08m et raccordement avec la toiture. ","Fourniture et Pose d'une noue ouverte mini 0,06m comprenant le façonnage d'une noue en zinc 80/100 avec pince sous tranchis, posée un support en volige de 14mm. Fourniture ou pose en réemploi de tuile, réalisation du tranchis sur la noue saillant de 0,08m et raccordement avec la toiture.",,,,,,0,0
114,AD24343,Maintenance,Réparation,Tuiles Mécaniques à Relief,Réfection d'une noue ouverte,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,2,220
114,AD24343,Maintenance,Réparation,Tuiles Mécaniques à Relief,Réfection d'une noue ouverte,,,,,,,33902,R79643,GPS TUILE CANAL A TENONS LYONNAISE 40 POUDENX ROUGE ST GEOURS,u,12,11.4
114,AD24343,Maintenance,Réparation,Tuiles Mécaniques à Relief,Réfection d'une noue ouverte,,,,,,,23635,R22907,IRB TUILE OMEGA 10 ROUGE STE FOY,u,6,7.68
114,AD24343,Maintenance,Réparation,Tuiles Mécaniques à Relief,Réfection d'une noue ouverte,,,,,,,20387,R126488,"VIS INOX 4,5X65 + VULCA 20MM NATUREL",u,10,1.8
114,AD24343,Maintenance,Réparation,Tuiles Mécaniques à Relief,Réfection d'une noue ouverte,,,,,,,29845,R64568,FRISE SAPIN-EPICEA TRAITE CLASSE 2 25X100,ml,1,1.4
114,AD24343,Maintenance,Réparation,Tuiles Mécaniques à Relief,Réfection d'une noue ouverte,,,,,,,31885,R72210,"POINTE TETE PLATE LISSE ACIER Ø3,5-80MM - BOITE 5KG",u,0.1,0.01
114,AD24343,Maintenance,Réparation,Tuiles Mécaniques à Relief,Réfection d'une noue ouverte,,,,,,,30765,R68043,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,80",m²,0.6,16.44
114,AD24343,Maintenance,Réparation,Tuiles Mécaniques à Relief,Réfection d'une noue ouverte,,,,,,,30753,R68028,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,60",m²,0.01,0.2107
115,AD24360,Maintenance,Réparation,Tuiles Mécaniques à Relief,Ouverture de la noue,Pose,"Modification d'une noue ouverte (ouverture insuffisante) par la reprise du tranchis de tuiles, comprenant le complément de tuile et les fixations. ","Modification d'une noue ouverte (ouverture insuffisante) par la reprise du tranchis de tuiles, comprenant le complément de tuile et les fixations.",,,ml,,,,,0,0
115,AD24360,Maintenance,Réparation,Tuiles Mécaniques à Relief,Ouverture de la noue,,,,Modification d'une noue ouverte (ouverture insuffisante) par la reprise du tranchis de tuiles. Fixation de l'ensemble des tuiles de rive,Modification d'une noue ouverte (ouverture insuffisante) par la reprise du tranchis de tuiles. Fixation de l'ensemble des tuiles de rive,,,,,,0,0
115,AD24360,Maintenance,Réparation,Tuiles Mécaniques à Relief,Ouverture de la noue,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1.25,137.5
115,AD24360,Maintenance,Réparation,Tuiles Mécaniques à Relief,Ouverture de la noue,,,,,,,33902,R79643,GPS TUILE CANAL A TENONS LYONNAISE 40 POUDENX ROUGE ST GEOURS,u,12,11.4
115,AD24360,Maintenance,Réparation,Tuiles Mécaniques à Relief,Ouverture de la noue,,,,,,,23635,R22907,IRB TUILE OMEGA 10 ROUGE STE FOY,u,6,7.68
115,AD24360,Maintenance,Réparation,Tuiles Mécaniques à Relief,Ouverture de la noue,,,,,,,20387,R126488,"VIS INOX 4,5X65 + VULCA 20MM NATUREL",u,10,1.8
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,Dépose,Dépose avec soin pour réemploi si possible de la tuile en tranchis. Dépose pour mise en démolition de la noue en zinc et contrôle du support bois. ,Dépose avec soin pour réemploi si possible de la tuile en tranchis. Dépose pour mise en démolition de la noue en zinc et contrôle du support bois.,,,ml,,,,,0,0
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,,,,Dépose avec soin pour réemploi si possible de la tuile en tranchis. Dépose pour mise en démolition de la noue en zinc et contrôle du support bois. ,Dépose avec soin pour réemploi si possible de la tuile en tranchis. Dépose pour mise en démolition de la noue en zinc et contrôle du support bois.,,,,,,0,0
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.65,71.5
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,Pose,"Fourniture et Pose d'une noue ouverte comprenant le façonnage, la pose d'une noue en zinc de 80/100 d'épaisseur sur un support bois. Fourniture ou pose en réemploi de tuile, réalisation du tranchis sur la noue et raccordement avec la toiture. ","Fourniture et Pose d'une noue ouverte comprenant le façonnage, la pose d'une noue en zinc de 80/100 d'épaisseur sur un support bois. Fourniture ou pose en réemploi de tuile, réalisation du tranchis sur la noue et raccordement avec la toiture.",,,ml,,,,,0,0
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,,,,"Fourniture et Pose d'une noue ouverte mini 0,06m comprenant le façonnage d'une noue en zinc 80/100 avec pince sous tranchis, posée un support en volige de 14mm. Fixation de l'ensemble des tuiles de rive Fourniture ou pose en réemploi de tuile, réalisation du tranchis sur la noue saillant de 0,08m et raccordement avec la toiture. ","Fourniture et Pose d'une noue ouverte mini 0,06m comprenant le façonnage d'une noue en zinc 80/100 avec pince sous tranchis, posée un support en volige de 14mm. Fixation de l'ensemble des tuiles de rive Fourniture ou pose en réemploi de tuile, réalisation du tranchis sur la noue saillant de 0,08m et raccordement avec la toiture.",,,,,,0,0
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1.75,192.5
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,,,,,,,20788,R12692,HF TUILE BEAUVOISE FLAMME RUSTIQUE,u,12,13.32
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,,,,,,,11365,R115727,IRB TUILE LOSANGEE STE FOY ROUGE,u,6,8.34
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,,,,,,,20387,R126488,"VIS INOX 4,5X65 + VULCA 20MM NATUREL",u,6,1.08
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,,,,,,,29845,R64568,FRISE SAPIN-EPICEA TRAITE CLASSE 2 25X100,ml,1,1.4
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,,,,,,,31885,R72210,"POINTE TETE PLATE LISSE ACIER Ø3,5-80MM - BOITE 5KG",u,0.1,0.01
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,,,,,,,30765,R68043,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,80",m²,0.6,16.44
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,,,,,,,30753,R68028,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,60",m²,0.01,0.2107
116,AD24443,Maintenance,Réparation,Tuiles Béton,Réfection d'une noue ouverte,,,,,,,32265,R742,"POINTE INOX 17% TETE EXTRA LARGE RONDE LISSE Ø2,7X27MM - BOITE 1KG",u,0.01,0.001
117,AD24460,Maintenance,Réparation,Tuiles Béton,Ouverture de la noue,Pose,"Modification d'une noue ouverte (ouverture insuffisante) par la reprise du tranchis de tuiles, comprenant le complément de tuile et les fixations. ","Modification d'une noue ouverte (ouverture insuffisante) par la reprise du tranchis de tuiles, comprenant le complément de tuile et les fixations.",,,ml,,,,,0,0
117,AD24460,Maintenance,Réparation,Tuiles Béton,Ouverture de la noue,,,,Modification d'une noue ouverte (ouverture insuffisante) par la reprise du tranchis de tuiles. Fixation de l'ensemble des tuiles de rive,Modification d'une noue ouverte (ouverture insuffisante) par la reprise du tranchis de tuiles. Fixation de l'ensemble des tuiles de rive,,,,,,0,0
117,AD24460,Maintenance,Réparation,Tuiles Béton,Ouverture de la noue,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1.25,137.5
117,AD24460,Maintenance,Réparation,Tuiles Béton,Ouverture de la noue,,,,,,,20788,R12692,HF TUILE BEAUVOISE FLAMME RUSTIQUE,u,1,1.11
117,AD24460,Maintenance,Réparation,Tuiles Béton,Ouverture de la noue,,,,,,,11365,R115727,IRB TUILE LOSANGEE STE FOY ROUGE,u,1,1.39
117,AD24460,Maintenance,Réparation,Tuiles Béton,Ouverture de la noue,,,,,,,20387,R126488,"VIS INOX 4,5X65 + VULCA 20MM NATUREL",u,2,0.36
118,AD24543,Maintenance,Réparation,Ardoises,Réfection d'une noue ouverte,Dépose,Dépose avec soin pour réemploi si possible des ardoises en tranchis. Dépose pour mise en démolition de la noue en zinc et contrôle du support bois. ,Dépose avec soin pour réemploi si possible des ardoises en tranchis. Dépose pour mise en démolition de la noue en zinc et contrôle du support bois.,,,ml,,,,,0,0
118,AD24543,Maintenance,Réparation,Ardoises,Réfection d'une noue ouverte,,,,Dépose avec soin pour réemploi si possible des ardoises en tranchis. Dépose pour mise en démolition de la noue en zinc et contrôle du support bois. ,Dépose avec soin pour réemploi si possible des ardoises en tranchis. Dépose pour mise en démolition de la noue en zinc et contrôle du support bois.,,,,,,0,0
